,recipe_name,serving_size,cooking_time,difficulty,ingredients,recipe_url
518,Kerryann’s chilli con veggie,serves 10,1 hr 45 mins,1,"['2 medium onions', '4 cloves of garlic', '1 medium leek', '1 long fresh red chilli', '2 tablespoons olive oil', '2 tablespoons ground cumin', '2 tablespoons ground coriander', '2 tablespoons smoked paprika', '½ a cinnamon stick or 1 teaspoon ground cinnamon', '2 tablespoons dried oregano', '1 whole nutmeg, for grating', '2 tablespoons tomato purée', '250g dried green lentils', '250g dried red lentils', '2 x 400g tins of red kidney beans', '2 x 400g tins of black beans', '2 x 400g tins of chopped tomatoes', '1.2 litres vegetable stock']",https://www.jamieoliver.com/recipes/vegetables/kerryann-s-chilli-con-veggie/
519,DJ BBQ's rad rum ribs,serves 8,3 hrs plus marinating,1,"['sea salt and freshly ground black pepper', '1.5kg baby back ribs, membrane removed', 'For the paste', '5 tablespoons maple syrup', '2 teaspoons chipotle chilli paste', '1 tablespoon ground ginger', '1 tablespoon Worcestershire sauce', '1½ teaspoons sweet paprika', '1½ teaspoons ground cumin', '1 teaspoon Chinese five-spice', '½ teaspoon ground nutmeg', 'For the rad rum bbq sauce', '4cm piece of ginger, peeled', '3–4 cloves of garlic, peeled', '125ml tomato ketchup', '60ml dark rum', '1 tablespoon Worcestershire sauce', '3 tablespoons cider vinegar', '1 teaspoon Dijon mustard', '½ teaspoon dried chilli flakes', '50g soft dark brown sugar']",https://www.jamieoliver.com/recipes/pork/dj-bbq-s-rad-rum-ribs/
520,DJ BBQ's scallops,serves 2-6,20 mins,3,"['12 scallops, trimmed, with the shells (see tip below)', '100ml dry white wine', '½ a bunch of fresh flat-leaf parsley, leaves picked', 'For the chilli garlic butter', '2 tablespoons olive oil', '100g salted butter', '3 cloves of garlic, peeled', '1 fresh red chilli', '1 teaspoon freshly ground black pepper']",https://www.jamieoliver.com/recipes/fish/dj-bbq-s-scallops/
521,Baleadas,serves 0,1 hr plus proving,3,"['500g plain flour, plus extra for dusting', '1 tablespoon baking powder', 'groundnut oil', '2 cloves of garlic', '2 onions', '1 teaspoon cumin', '2 x 400g tins of kidney beans', '2 tablespoons soured cream', 'white wine vinegar', '1–2 fresh red chillies, to serve', '1 bunch of fresh coriander (30g), to serve', '1–2 limes, to serve', '220g higher-welfare chorizo', '150g Cheddar cheese', '150g feta cheese', '2–4 ripe avocados', '4–6 large free-range eggs', 'chilli sauce']",https://www.jamieoliver.com/recipes/pork/baleadas/
522,Roast pork leg,serves 8,4 hrs 40 mins,3,"['1 x 3kg higher-welfare pork leg', '2 tablespoons coriander seeds', '1 tablespoon white peppercorns', '6 fresh bay leaves', 'extra virgin olive oil', '6 onions', '½ a bunch of fresh sage', '½ a bunch of fresh rosemary', '30g plain flour', '1 large bunch of fresh flat-leaf parsley', '1-2 tablespoons mustard']",https://www.jamieoliver.com/recipes/pork/roast-pork-leg/
523,French-style chicken,serves 6,1 hr 20 mins plus 12 hours marinating,3,"['1 x 1.8kg free-range whole chicken', '1 lemon', '1 onion', '½ a bulb of garlic', '½ a bunch of rosemary (15g)', '4 fresh bay leaves', '4 tablespoons white wine vinegar', '1.2kg red-skinned potatoes', '4 cloves of garlic', '6 tablespoons olive oil', 'a few sprigs of fresh oregano', '½ teaspoon Dijon mustard', '6 tablespoons extra virgin olive oil', '2 tablespoons white wine vinegar', '2 frisée', '4 large handfuls of lamb’s lettuce', '½ a bunch of fresh chives (15g)']",https://www.jamieoliver.com/recipes/chicken/french-style-chicken/
524,Jerk fish,serves 4,50 mins plus 1 hour marinating,3,"['4 whole fish (such as sea bream or red mullet), gutted and scaled', '2 limes, cut into wedges, to serve', 'Jerk marinade', '1 tbsp allspice berries', '1 tbsp black peppercorns', '2 bay leaves', 'A large pinch of ground cloves', '½ tbsp muscovado sugar', '2 tbsp runny honey', '1 tbsp picked thyme, chopped', 'A few sprigs of coriander, chopped', '2 scotch bonnet chillies, finely chopped', '2 cloves garlic, finely chopped', '3cm piece fresh ginger, peeled and finely chopped', '2 spring onions, finely sliced', 'Zest of 1 lime', 'Olive oil', '2 tbsp golden rum (optional)', 'Corn salsa', '3 fresh corn on the cob', '1 ripe mango, peeled and chopped', '4 spring onions, finely sliced', '½ bunch fresh coriander, chopped', '2 tomatoes, chopped', 'Zest and juice of 2 limes']",https://www.jamieoliver.com/recipes/fish/jerk-fish/
525,Wild boar burgers,serves 4,30 mins plus 30 minutes chilling,3,"['500g minced wild boar shoulder or belly', '1 tablespoon brown sauce', 'Worcestershire sauce', '1 tablespoon tomato sauce', '2 shallots', '4 burger buns', 'olive oil', '2 Braeburn or Cox’s apples', '50g blue cheese, such as Colston Bassett Stilton', '30g watercress']",https://www.jamieoliver.com/recipes/game/wild-boar-burgers/
526,Spicy pasties,serves 8,1 hr 30 mins,3,"['1 tsp olive oil', '1 garlic clove, finely chopped', '1 fresh red chilli, finely chopped', '1 thumb-sized piece of ginger, peeled and finely chopped', '1 tsp mustard seeds', '½ tsp fenugreek', '10 curry leaves', '200g mutton, chicken or goat, cut into 1cm cubes', '1 small onion, cut into 1cm cubes', '½ head of cauliflower, broken into very small florets', '1 x 400g tin chickpeas, drained', '3 tomatoes, finely chopped Pastry', '500g plain flour, plus extra for dusting', '250g unsalted butter, chilled', '1 egg, beaten, for brushing over the pastry', '1 handful of baby carrots, scrubbed clean and quartered lengthways', '1 soft round lettuce, outer leaves discarded, cut into slices', 'A small bunch of mint', 'Plain yoghurt, to serve', 'Juice of half a lemon, to serve']",https://www.jamieoliver.com/recipes/lamb/spicy-pasties/
527,New potatoes & trout,serves 6,25 mins,1,"['2kg Jersey Royal new potatoes', '50g salted butter', '250g smoked trout fillets, from sustainable sources', '1 splash of cider vinegar or 1 lemon', '½ a bunch of fresh chives']",https://www.jamieoliver.com/recipes/fish/new-potatoes-trout/
528,Ultimate quesadillas,serves 4,30 mins,1,"['Juice of ½ lime', '250g cottage cheese', '1 each yellow and red pepper, flesh finely chopped', '1 red chilli, deseeded and finely chopped', '½ bunch of coriander, leaves picked', '120g cheddar, freshly grated', '4 large flour tortillas', 'Pineapple salsa', 'Olive oil', '½ tsp black mustard seeds', '½ red chilli', '227g tinned pineapple rings in juice, chopped, juice reserved', '½ lime', 'Guacamole', '2 ripe avocados, halved and stoned', '½ bunch of coriander, leaves picked', '½ red onion, finely grated', '1 red chilli, deseeded and chopped', 'Juice of 2 limes', '2 tomatoes, roughly chopped']",https://www.jamieoliver.com/recipes/vegetables/ultimate-quesadillas/
529,Crab rigatoni,serves 4,35 mins,1,"['Olive oil', '2 large fennel bulbs', '4 garlic cloves, finely sliced', '1 bunch of flat-leaf parsley, stalks finely chopped', '1 tsp dried chilli flakes', '½ tsp ground cinnamon', '1 tsp fennel seeds', '2 lemons', '2 x 400g tins chopped tomatoes', '250g cherry tomatoes, on the vine', '500g rigatoni', '250g undressed brown crabmeat', '250g white crabmeat']",https://www.jamieoliver.com/recipes/pasta/crab-rigatoni/
530,Prawn panzanella,serves 4,1 hr,1,"['16 sustainably sourced prawns, cooked and peeled, but tails left on', '16 cherry tomatoes, halved', '1 small handful of celery tops', '3 spring onions, trimmed and sliced', '1 yellow and 1 red pepper, roasted, skinned, seeded and chopped', '3 thick slices ciabatta, grilled or lightly toasted and roughly torn', 'Jalapeńo dressing', '4 pickled jalapeńos, chopped', '6 tbsp extra-virgin olive oil', '3 tbsp white wine vinegar']",https://www.jamieoliver.com/recipes/seafood/prawn-panzanella/
531,Briam,serves 6,1 hr 20 mins,1,"['150ml extra-virgin olive oil, plus extra if needed', '1 large aubergine', '1 large onion', '3 cloves of garlic', '800g large potatoes', '6 medium tomatoes', '12 cherry tomatoes', '5 courgettes, sliced', '300g tomato passata', '1 tablespoon dried oregano', '2 tablespoons finely chopped flat-leaf parsley']",https://www.jamieoliver.com/recipes/vegetables/briam/
532,Pasta con le sarde,serves 6,50 mins,1,"['40g sultanas or raisins', '1 onion', '6 baby fennel bulbs, including green tops', '6 tablespoons olive oil', '1 teaspoon saffron threads', '200g toasted pine nuts', '4 anchovy fillets, from sustainable sources', '12 sardines, cleaned and boned, heads removed, to produce butterfly fillets, from sustainable sources', '480g bucatini', '2 tablespoons toasted breadcrumbs']",https://www.jamieoliver.com/recipes/fish/pasta-con-le-sarde/
533,Roasted chilli frittata,serves 2,35 mins,1,"['4 (or 8!) chillies – a mixture of green, red and yellow', '1 red or green pepper (if using 4 chillies)', '1 tbsp red wine vinegar', 'Olive oil', '6 sprigs flat-leaf parsley, leaves picked, stalks finely chopped', 'A knob of butter', '5 eggs', 'A handful of grated parmesan', '1 garlic clove, finely chopped', '100g goat’s cheese or feta', 'Salad, to serve']",https://www.jamieoliver.com/recipes/eggs/roasted-chilli-frittata/
534,Mackerel plaki,serves 8,45 mins,1,"['8 small whole mackerel, cleaned, gutted', '2 carrots', '2 onions', '4 ripe tomatoes', '3 garlic cloves', '3 fresh bay leaves', '3 tbsp extra virgin olive oil', '4 sprigs of fresh flat-leaf parsley', '1 lemon, plus extra', '150ml dry white wine']",https://www.jamieoliver.com/recipes/fish/mackerel-plaki/
535,Lamb lagoto,serves 6,2 hrs 40 mins,3,"['1 bulb of garlic', 'olive oil', '2kg boned leg of lamb, trimmed and cut into 5cm pieces', '6 plum tomatoes or 1 x 400g tin of quality chopped tomatoes', '1 tablespoon tomato purée', '1 teaspoon dried oregano', '1 teaspoon dried mint', '1½ lemons']",https://www.jamieoliver.com/recipes/lamb/lamb-lagoto/
536,Chicken tikka masala,serves 4,1 hr 30 mins,3,"['4 skinless free-range chicken breasts', '2 onions', '5cm piece of ginger', '½ a bunch of fresh coriander', '1 fresh red chilli', 'groundnut or vegetable oil', '1 x 400g tin of plum tomatoes', '½ x 400g tin of light coconut milk', '1 small handful of flaked almonds', 'fat-free natural yoghurt', '1 lemon', '1-2 fresh red chillies', '2 cloves of garlic', '5cm piece of fresh ginger', '1 teaspoon cumin seeds', '1 teaspoon coriander seeds', '1 teaspoon cayenne pepper', '1 tablespoon smoked paprika', '2 teaspoons garam masala', '2 tablespoons groundnut oil', '2 tablespoons tomato purée', '1 bunch of fresh coriander', '½ tablespoon desiccated coconut', '2 tablespoons ground almonds']",https://www.jamieoliver.com/recipes/chicken/chicken-tikka-masala/
537,Gluten-free quiche,serves 10,1 hr 30 mins,3,"['100g cold unsalted butter, plus extra for greasing', '200g gluten-free plain flour, plus extra for dusting', '2 rashers of streaky bacon', '2 cloves of garlic, peeled', '2 medium leeks, trimmed', 'olive oil', '½ a bunch of fresh thyme', '100g spinach', '45g Cheddar cheese', '3 large free-range eggs', '3 tablespoons crème fraîche', 'sea salt and freshly ground black pepper']",https://www.jamieoliver.com/recipes/eggs/gluten-free-quiche/
538,Gluten-free pasta dough,serves 4,45 mins,5,"['150g gluten-free rice flour, plus extra for dusting', '50g potato starch', '1 tablespoon corn flour', '2 tablespoons xanthan gum', '¼ teaspoon fine sea salt', '3 large free-range eggs', '1 tablespoon extra virgin olive oil', 'You need:', '1 pasta machine']",https://www.jamieoliver.com/recipes/pasta/gluten-free-pasta-dough/
539,Gluten-free beef lasagne,serves 10,3 hrs 15 mins,3,"['2 carrots, peeled', '2 onions, peeled', '2 cloves of garlic, peeled', '2 sticks of celery, trimmed', 'olive oil', '2 rashers of smoked streaky bacon', '½ a bunch of fresh thyme', '500g quality beef mince', 'a good splash of red wine', '1 gluten-free beef stock cube, preferably organic', '2 x 400g tins of plum tomatoes', 'sea salt', 'freshly ground black pepper', '1 x gluten-free pasta dough', 'For the béchamel:', '1 litre semi-skimmed milk', '35g unsalted butter', '25g gluten-free plain flour', '25g corn flour', '70g Parmesan cheese', '1 whole nutmeg, for grating']",https://www.jamieoliver.com/recipes/beef/gluten-free-beef-lasagne/
540,Caesar on the lighter side,serves 4,20 mins,1,"['1 cos or romaine lettuce', '1 clove of garlic', '2 tablespoons olive oil', '30g Parmesan cheese, plus extra to serve', '½ a lemon', '2 teaspoons Worcestershire sauce', '75g low-fat natural yoghurt', '2 anchovy fillets, in olive oil']",https://www.jamieoliver.com/recipes/vegetables/caesar-on-the-lighter-side/
541,Garden glut soup,serves 8,1 hr 30 mins,3,"['1 medium onion', '2 sticks of celery', '1 medium leek', '2 cloves of garlic', 'olive oil', '3 medium potatoes', '2 courgettes', '1 vegetable stock cube or 1.4 litres hot fresh vegetable stock', 'sea salt and freshly ground black pepper', '100g podded fresh peas or broad beans', '200g baby spinach', 'a few sprigs of fresh mint']",https://www.jamieoliver.com/recipes/vegetables/garden-glut-soup/
542,Salmon fishcakes,serves 4 (makes 8),1 hr 30 mins,3,"['50g fresh or frozen peas', '600g potatoes', '½ a bunch of fresh chives (15g)', '2 x 180g tins of salmon, from sustainable sources', '1 lemon', '1 tablespoon plain flour, plus extra for dusting', '1 large free-range egg', 'olive oil']",https://www.jamieoliver.com/recipes/fish/salmon-fishcakes/
543,Posh beans on toast,serves 4,25 mins,1,"['2 spring onions', '4 ripe cherry tomatoes, mixed colours if possible', 'extra virgin olive oil', '1 lemon', '1 large bunch of fresh mint', '250g frozen broad beans', '150g frozen peas', '4 slices of sourdough', '1 clove of garlic', '2 sprigs of fresh rosemary', '40g feta cheese']",https://www.jamieoliver.com/recipes/vegetables/posh-beans-on-toast/
544,Pukka yellow curry,serves 4,1 hr 15 mins,3,"['2 onions', '4 cloves of garlic', '5cm piece of ginger', '2 yellow peppers', '1 organic chicken stock cube', '1-2 fresh red chillies', '½ a bunch of fresh coriander (15g)', '1 teaspoon runny honey', '1 level teaspoon ground turmeric', '2 teaspoons curry powder', '8 free-range chicken drumsticks', 'olive oil', '1 x 400g tin of chickpeas', '1 teaspoon tomato purée', '1 mug of basmati rice (320g)', '1 lemon', 'optional: fat-free natural yoghurt']",https://www.jamieoliver.com/recipes/chicken/pukka-yellow-curry/
545,Zombie brain,serves 6,2 hrs 15 mins,3,"['1 large celeriac (roughly 1.2kg)', 'olive oil', '6 sprigs of fresh thyme', '7 fresh bay leaves', '6 cloves of garlic', '30g unsalted butter', '200g pearl barley', '1 small onion', '800g mushrooms', '¼ of a vegetable stock cube', '150ml single cream', '1 heaped teaspoon English mustard', 'extra virgin olive oil']",https://www.jamieoliver.com/recipes/vegetables/zombie-brain/
546,Giant veg rösti,serves 4,55 mins,3,"['600g potatoes', '3 large carrots', '½ teaspoon Dijon mustard', '½ a lemon', 'extra virgin olive oil', 'olive oil', '100g frozen peas', '100g baby spinach', '4 large eggs', '50g feta cheese']",https://www.jamieoliver.com/recipes/vegetables/giant-veg-r-sti/
547,BBQ baked beans,serves 6,1 hr 25 mins,1,"['2 red onions', '2 cloves of garlic', '1 fresh red chilli', '2 large carrots', 'olive oil', '1 heaped teaspoon sweet smoked paprika', '1 level teaspoon cumin seeds', '1 level teaspoon dried chilli flakes', '6 medium sweet potatoes', '1 x 700ml jar of passata', '2 x 400g tins of mixed beans', '100ml quality BBQ sauce', 'a few sprigs of fresh rosemary', '½ a loaf of ciabatta or stale bread', 'optional: 40g Cheddar cheese', 'fat-free natural yoghurt']",https://www.jamieoliver.com/recipes/vegetables/bbq-baked-beans/
548,Fantastic fish tikka curry,serves 4,1 hr 10 mins,3,"['1 lemon', '3 tablespoons tikka curry paste', '400g frozen white fish fillets, from sustainable sources', '1 onion', '2 cloves of garlic', '5cm piece of ginger', '1 fresh red chilli', '½ a bunch of fresh coriander (15g)', 'olive oil', '300g potatoes', '2 ripe tomatoes', '300g frozen cauliflower florets', '50g red split lentils', '1 mug (320g) of basmati rice', '10 cloves', '4 tablespoons fat-free natural yoghurt']",https://www.jamieoliver.com/recipes/fish/fantastic-fish-tikka-curry/
549,Chicken & chorizo paella,serves 4,50 mins,3,"['2 cloves of garlic', '1 onion', '1 carrot', '½ a bunch of fresh flat-leaf parsley (15g)', '70g quality chorizo', '2 free-range chicken thighs, skin off, bone out', 'olive oil', '1 teaspoon sweet smoked paprika', '1 red pepper', '1 tablespoon tomato purée', '1 organic chicken stock cube', '300g paella rice', '100g frozen peas', '200g frozen peeled cooked prawns, from sustainable sources', '1 lemon']",https://www.jamieoliver.com/recipes/rice/chicken-chorizo-paella/
550,Aubergine daal,serves 6,1 hr 55 mins,3,"['1 large aubergine', '2 red onions', '4 cloves of garlic', '10cm piece of ginger', '4 tablespoons rogan josh curry paste', 'groundnut oil', '￼￼500g yellow split peas', '1 vegetable stock cube', '250g wholemeal flour, plus extra for dusting', '2 tablespoons olive oil', '1 mug of basmati rice (320g)', '1 fresh red chilli', '1 handful of fresh curry leaves', '1 teaspoon mustard seeds']",https://www.jamieoliver.com/recipes/vegetables/aubergine-daal/
